,SQLite,MySQL,Cassandra,Oracle,MongoDB,PostgreSQL,Redis,SQL Server
1652,0,0,0,0,0,0,0,1
1656,1,0,0,0,0,1,1,0
1661,0,1,0,0,0,1,0,0
1663,0,0,0,0,1,0,0,0
1665,0,0,0,0,0,1,0,0
1667,0,0,0,0,1,0,0,1
1669,0,0,0,0,1,1,0,0
1670,0,0,1,0,0,0,0,0
1672,0,0,1,0,0,1,1,0
1673,0,0,0,0,0,0,1,1
1675,0,0,0,0,0,0,0,1
1676,1,1,0,0,0,0,0,0
1677,1,1,0,0,0,1,0,0
1680,0,0,1,0,1,0,0,0
1682,0,1,0,0,1,0,0,1
1684,0,1,1,0,1,1,1,0
1686,0,0,0,0,1,0,0,1
1688,0,0,0,0,0,1,0,1
1692,0,0,0,0,0,1,1,0
1694,0,0,0,0,0,1,0,1
1695,1,0,0,0,0,0,0,1
1701,0,1,0,0,0,0,1,1
1702,0,0,0,0,1,1,1,0
1705,0,1,0,0,1,1,0,0
1706,0,1,0,0,0,0,1,0
1707,1,0,0,0,0,1,0,0
1708,0,1,0,0,1,0,0,0
1711,0,0,0,0,0,1,0,0
1714,0,0,1,0,0,1,1,0
1715,1,0,0,0,1,1,1,0
1716,0,1,0,0,1,0,0,0
1718,0,0,0,0,1,0,1,0
1719,0,1,0,0,1,0,0,0
1722,0,0,0,0,1,0,0,0
1726,0,0,0,0,1,0,0,1
1727,1,0,0,0,0,0,0,0
1729,0,1,0,1,1,0,0,0
1732,0,1,0,0,0,0,0,0
1737,0,0,0,0,0,0,0,1
1738,0,0,0,0,1,0,0,0
1743,0,0,0,0,0,0,0,1
1744,0,1,0,0,0,0,0,0
1746,0,0,0,0,0,0,1,0
1747,0,0,1,0,0,0,1,1
1748,0,0,0,0,1,0,0,0
1751,1,0,0,0,0,0,0,1
1752,1,0,0,1,1,1,0,1
1754,1,0,0,0,0,0,1,1
1755,0,0,1,1,1,0,0,0
1757,0,0,1,0,0,1,1,0
1758,0,0,0,0,1,0,0,1
1760,0,1,0,0,0,0,0,0
1765,0,1,0,0,1,0,0,0
1769,0,0,0,0,1,1,1,0
1773,0,1,0,1,0,0,0,1
1777,0,0,0,0,0,1,0,0
1779,0,1,0,0,1,0,0,1
1782,0,1,0,1,0,0,0,0
1783,0,0,0,0,1,0,0,1
1784,0,0,1,0,0,1,0,0
1785,0,0,1,0,0,0,1,0
1788,0,0,0,0,0,0,0,1
1789,1,1,0,0,0,1,0,0
1790,0,0,0,0,0,0,0,1
1791,0,0,0,0,0,0,0,1
1792,0,1,0,0,0,0,0,0
1797,0,0,0,0,0,0,1,1
1798,0,0,0,0,0,0,0,1
1799,0,1,0,0,0,0,0,0
1800,0,1,0,0,1,0,0,0
1802,0,1,0,0,0,0,0,0
1804,0,1,0,0,0,0,0,0
1806,0,0,0,0,1,0,1,1
1807,0,1,0,0,1,0,0,0
1809,1,0,0,0,1,1,0,1
1810,0,0,0,0,0,1,0,0
1812,0,1,1,0,0,0,1,0
1813,0,0,0,0,1,0,1,1
1818,0,0,0,0,0,1,0,1
1819,0,0,1,0,0,0,1,1
1820,0,1,0,0,1,0,0,0
1824,0,1,0,0,0,0,0,0
1828,0,1,0,0,0,1,1,0
1829,0,0,0,0,1,0,0,1
1830,0,0,1,0,0,0,0,0
1834,0,1,0,1,0,0,0,0
1837,0,0,1,0,0,1,1,1
1838,0,1,0,0,0,0,0,1
1840,0,1,1,0,0,1,0,0
1843,0,0,0,0,0,1,0,0
1844,0,0,0,0,1,1,1,0
1850,0,0,0,0,1,0,0,0
1852,0,0,0,0,1,0,1,1
1853,0,0,0,0,0,0,0,1
1855,0,0,0,0,0,0,1,1
1860,0,1,0,0,0,0,0,0
1862,0,0,0,0,0,1,0,0
1867,0,0,1,0,0,0,0,0
1871,0,1,0,0,1,0,0,0
1876,1,0,0,0,0,0,1,0
1878,0,1,0,0,0,0,0,0
1879,1,0,0,0,0,0,0,1
1885,0,0,0,0,0,0,1,0
1886,0,0,0,0,0,0,0,1
1887,0,0,0,0,0,0,1,1
1888,1,1,0,0,0,0,0,0
1892,0,0,0,0,0,1,0,0
1895,0,0,0,0,1,1,1,0
1897,0,1,0,0,1,0,0,1
1898,0,0,0,0,0,0,0,1
1899,0,0,0,0,0,1,0,0
1901,0,0,0,0,0,0,0,1
1902,0,1,0,0,0,0,0,0
1906,1,0,0,0,0,1,0,1
1907,0,1,0,0,1,0,1,0
1908,0,1,0,0,0,0,1,0
1909,0,0,1,0,1,0,0,0
1916,0,0,0,0,1,0,0,0
1918,0,0,1,0,1,0,0,0
1920,1,0,0,0,0,1,0,0
1922,0,1,0,0,0,0,0,0
1923,0,0,0,0,1,0,0,1
1924,1,0,0,0,1,0,0,0
1927,0,1,0,0,0,0,0,0
1931,0,1,0,0,1,1,1,1
1932,0,0,0,0,1,0,0,0
1933,1,1,0,0,1,1,0,0
1936,0,0,1,0,0,0,0,0
1937,0,0,0,0,0,0,0,1
1938,0,0,0,0,0,1,1,0
1939,0,0,0,0,0,0,0,1
1941,1,0,0,0,0,0,0,0
1943,1,0,0,0,1,0,0,0
1944,0,0,0,0,0,0,1,1
1946,0,1,0,0,1,0,1,0
1947,0,1,1,0,1,0,0,0
1950,1,0,0,0,1,0,1,1
1952,0,0,1,0,1,0,0,0
1953,0,0,0,0,1,0,0,1
1955,0,1,0,0,1,1,1,0
1957,0,0,1,0,1,1,0,0
1964,0,0,0,0,0,1,0,0
1965,0,0,0,0,0,1,0,0
1968,1,0,0,0,0,1,1,0
1969,0,0,0,0,1,0,1,0
1970,0,0,0,0,0,1,1,0
1972,0,1,0,1,0,0,0,1
1973,0,1,0,0,0,0,0,0
1975,1,0,0,0,1,0,0,0
1976,0,0,1,0,0,0,0,0
1978,0,1,0,0,0,0,0,0
1980,0,0,0,0,1,0,0,1
1982,0,0,0,0,0,0,0,1
1985,0,0,0,0,0,0,0,1
1994,1,0,0,0,0,1,1,1
1995,0,0,0,0,1,0,0,0
1996,0,0,0,0,0,0,0,1
1997,0,1,0,0,1,0,0,0
1999,0,0,0,1,0,1,0,0
2000,0,0,0,0,0,0,1,0
2003,0,1,0,0,0,0,0,0
2004,0,1,1,0,0,0,0,0
2005,0,0,0,0,0,0,0,1
2006,0,1,0,0,0,0,0,0
2007,0,0,0,0,1,0,1,1
2008,0,1,0,0,1,0,0,1
2015,0,0,0,0,0,0,1,0
2016,0,0,0,0,0,1,0,0
2019,1,1,0,0,0,1,0,0
2020,0,1,0,0,0,1,1,0
2021,0,1,0,0,1,0,0,0
2022,0,0,0,0,0,1,0,0
2025,0,0,0,0,0,1,0,0
2026,1,1,0,0,1,0,0,1
2027,0,0,0,0,1,1,1,0
2034,0,0,0,0,0,0,0,1
2036,0,1,0,0,1,1,0,0
2038,0,0,0,0,0,1,0,0
2040,0,1,0,1,0,0,0,1
2041,0,0,0,0,0,1,0,0
2043,0,0,0,0,1,0,0,0
2044,0,0,0,0,1,0,1,1
2046,0,0,0,0,0,0,0,1
2049,0,1,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,1
2051,0,0,0,0,1,0,1,0
2052,1,0,0,0,0,1,0,0
2054,1,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,1
2062,0,0,1,0,0,1,0,0
2069,0,0,0,1,1,0,0,0
2072,1,0,0,0,0,1,0,0
2075,0,1,0,1,0,0,1,1
2078,0,0,0,0,0,1,0,0
2079,0,1,0,0,0,0,0,1
2081,0,1,1,0,0,0,1,0
2082,0,1,0,0,0,1,0,0
2083,1,0,0,0,0,0,0,0
2087,0,0,0,0,0,1,1,0
2090,1,1,0,0,0,0,0,1
2092,0,1,0,0,1,1,1,0
2094,1,0,0,0,0,1,1,0
2097,0,1,0,0,0,0,0,0
2099,0,0,0,0,0,0,0,1
2100,1,1,0,0,0,1,0,0
2101,0,0,0,0,1,0,0,0
2109,0,0,0,0,1,0,0,0
2112,0,0,0,0,0,1,0,0
2113,0,1,0,0,0,0,0,0
2114,0,0,0,0,0,0,1,0
2115,0,0,0,0,0,0,1,0
2118,0,1,0,0,0,1,1,0
2119,1,0,0,0,0,0,0,1
2120,0,1,0,0,0,0,0,0
2121,0,0,0,0,1,0,0,0
2123,0,0,0,0,0,0,0,1
2125,1,1,0,1,0,0,0,0
2126,1,1,0,0,0,0,0,1
2129,1,0,0,0,1,0,1,1
2131,0,0,0,0,0,1,0,0
2138,0,0,0,0,0,0,0,1
2140,0,1,0,0,0,0,0,1
2147,0,0,0,1,0,1,1,0
2148,0,0,0,0,0,0,0,1
2152,0,0,0,0,1,0,0,0
2153,0,0,0,0,0,1,0,0
2155,1,1,0,0,0,1,0,0
2157,1,0,0,0,0,1,1,0
2162,0,1,0,0,0,0,0,0
2163,0,0,0,0,0,1,1,0
2164,1,1,1,1,1,1,1,1
2166,0,0,0,0,1,1,0,1
2168,0,1,0,0,0,0,0,0
2176,0,0,0,0,0,0,0,1
2181,0,0,0,0,0,0,1,1
2182,0,0,0,0,0,1,0,0
2183,0,1,0,0,0,0,0,0
2184,0,0,0,0,0,1,1,0
2186,0,0,1,0,0,0,1,1
2187,0,0,0,0,0,0,0,1
2188,0,0,0,0,0,0,0,1
2190,0,0,0,0,1,0,0,0
2191,0,1,0,0,1,1,1,0
2193,0,0,0,0,0,1,0,0
2194,1,0,0,0,0,0,0,0
2199,0,0,0,0,1,0,1,1
2200,0,0,0,0,0,1,0,0
2206,1,0,0,0,0,1,1,0
2207,0,0,0,0,1,0,0,0
2211,0,0,0,0,0,0,1,0
2212,0,0,0,0,0,0,1,0
2213,0,0,0,0,0,1,0,0
2219,0,0,0,0,0,0,0,1
2221,0,0,1,0,1,0,1,0
2227,0,0,0,1,0,0,0,1
2230,1,0,0,0,1,1,0,0
2232,0,0,0,0,0,1,0,0
2233,0,0,0,0,0,0,0,1
2236,0,0,0,0,1,0,0,0
2238,1,0,0,0,0,0,0,0
2240,0,1,0,0,0,1,1,1
2242,0,1,0,0,0,0,0,0
2243,0,1,0,0,0,0,0,1
2252,0,1,0,1,0,0,1,0
2253,0,0,0,0,0,1,0,0
2258,0,0,0,0,0,0,0,1
2259,0,0,0,0,1,1,0,0
2261,0,0,0,0,1,0,0,0
2263,0,1,1,0,0,0,0,0
2265,0,0,0,0,0,0,0,1
2268,0,0,0,0,0,0,0,1
2273,0,1,0,0,0,0,0,0
2276,1,0,0,0,0,0,0,1
2279,1,1,0,0,0,0,0,1
2281,0,1,0,0,0,0,0,1
2287,0,0,0,0,0,0,0,1
2290,0,0,0,0,0,0,0,1
2291,0,0,0,0,1,0,1,0
2295,0,0,0,0,0,1,0,0
2297,1,0,0,0,0,0,0,0
2299,0,0,0,0,0,0,1,1
2301,1,1,0,0,0,0,0,0
2303,1,0,0,0,0,1,0,0
2305,0,1,0,0,1,1,0,0
2306,1,0,0,0,0,1,0,0
2309,0,0,0,0,0,0,0,1
2313,1,1,0,0,0,0,0,1
2315,0,1,0,0,0,0,0,0
2317,1,0,0,0,0,0,0,1
2318,0,0,0,0,0,0,0,1
2319,0,0,0,1,0,1,0,0
2323,0,0,0,0,0,0,0,1
2324,0,0,0,0,0,1,1,1
2326,0,0,0,0,0,0,0,1
2327,0,0,0,0,0,1,0,0
2328,0,1,0,0,0,0,0,0
2329,0,0,0,0,0,0,0,1
2332,0,0,0,0,0,0,0,1
2335,1,0,1,1,0,0,0,1
2337,0,0,1,0,1,1,1,0
2342,0,0,0,0,0,0,1,1
2344,0,1,0,0,0,0,0,1
2345,0,0,0,0,1,1,0,1
2349,0,0,0,0,0,1,0,0
2351,0,0,0,0,1,0,0,0
2353,0,1,0,0,0,0,0,0
2357,0,0,0,0,1,0,0,1
2364,1,0,0,0,0,1,0,0
2365,0,0,0,0,0,0,0,1
2372,0,1,0,0,1,1,0,0
2373,0,1,0,0,0,0,0,0
2378,1,0,0,0,0,1,0,1
2379,0,1,0,0,0,0,0,0
2382,1,1,1,0,1,1,0,0
2390,0,1,0,0,0,0,0,1
2394,0,1,0,0,1,1,0,0
2395,1,0,0,0,0,0,0,0
2397,0,0,0,0,1,0,0,0
2398,0,0,1,0,0,0,0,0
2399,0,0,1,0,0,0,0,0
2400,1,0,0,0,0,1,0,1
2405,0,0,0,0,1,1,0,0
2406,0,1,0,0,0,0,0,0
2408,0,1,0,0,0,0,0,0
2409,0,1,0,0,0,0,1,1
2410,0,0,0,0,0,0,1,0
2413,0,0,0,0,0,1,0,0
2414,1,0,0,0,0,0,1,1
2418,0,0,0,0,0,0,1,1
2420,1,0,0,0,0,1,0,0
2422,1,0,0,0,0,0,0,0
2423,1,1,0,0,0,0,0,0
2424,1,1,0,0,0,0,0,1
2427,0,0,0,0,0,0,1,0
2430,0,0,0,0,0,0,0,1
2435,1,0,0,0,0,1,1,0
2437,0,0,0,1,0,0,0,1
2440,0,0,0,0,0,1,0,1
2441,0,1,0,0,1,1,1,0
2443,0,0,0,0,0,1,0,0
2444,0,0,1,0,1,1,1,0
2445,1,0,0,0,0,0,0,0
2446,0,0,0,0,0,1,0,0
2447,1,0,0,0,0,0,0,0
2449,0,1,1,0,0,0,0,0
2450,0,1,0,0,0,0,0,1
2453,1,0,0,0,0,1,0,0
2454,0,1,0,0,1,0,0,0
2456,0,1,0,0,0,0,0,0
2460,1,0,1,0,1,0,1,1
2462,0,1,1,0,0,0,0,0
2464,0,0,0,1,0,0,0,1
2470,0,0,0,0,1,0,0,0
2471,0,0,0,0,0,1,1,0
2478,1,1,0,0,1,1,0,1
2481,0,1,0,1,1,0,0,1
2484,1,0,0,0,0,1,0,0
2488,0,1,0,0,0,1,1,0
2489,0,0,0,0,1,0,0,0
2490,0,0,0,0,0,0,0,1
2493,0,0,0,1,0,0,1,1
2495,0,1,0,0,0,1,0,0
2498,0,1,1,0,0,0,1,0
2503,0,0,0,0,0,1,1,1
2508,0,1,1,0,0,0,1,0
2509,0,0,0,0,0,1,0,1
2513,0,0,0,0,0,1,0,0
2517,1,0,1,1,1,0,0,0
2522,0,0,0,1,1,0,0,0
2523,0,0,0,0,1,0,0,0
2527,0,1,0,0,1,1,1,0
2528,1,1,0,0,1,1,1,0
2530,1,0,0,0,0,0,0,0
2535,1,1,0,0,0,1,1,0
2536,0,0,0,0,0,1,1,0
2537,1,0,0,0,0,0,0,0
2538,0,0,0,0,0,1,0,0
2540,1,0,0,0,0,1,1,0
2541,0,0,0,0,1,1,0,0
2542,0,0,0,0,1,1,0,0
2543,1,0,0,1,1,0,0,0
2544,0,0,0,0,0,0,0,1
2545,0,0,0,0,0,0,0,1
2546,0,0,0,0,1,0,0,0
2547,0,0,0,1,0,0,0,1
2549,0,1,0,0,0,0,0,1
2550,0,0,0,0,0,0,0,1
2552,0,0,1,0,1,0,0,0
2556,0,1,0,0,1,0,0,1
2557,1,0,0,0,1,0,0,1
2558,0,0,0,0,0,1,0,1
2563,1,0,0,1,0,1,0,1
2566,0,0,0,0,0,1,0,0
2567,1,0,0,0,0,0,0,0
2568,1,0,0,0,0,0,0,0
2570,0,0,1,0,1,0,1,0
2571,1,0,0,0,0,0,0,1
2576,0,1,0,0,0,0,0,0
2579,0,0,0,0,0,1,1,0
2580,0,1,1,0,0,0,0,0
2581,0,0,1,0,0,0,1,0
2582,0,1,0,0,0,0,0,0
2583,1,0,0,0,0,1,1,0
2584,0,1,0,0,0,0,0,0
2585,0,0,0,0,1,0,0,1
2591,0,0,0,0,0,1,0,1
2595,0,1,0,0,1,1,0,0
2599,0,0,0,0,0,0,1,1
2607,0,1,1,0,0,0,0,0
2608,0,0,0,0,0,0,1,1
2610,0,0,1,0,1,0,1,0
2611,0,0,1,0,0,0,0,1
2612,0,1,0,0,0,0,0,0
2613,0,1,1,0,1,0,1,0
2615,0,1,0,0,0,1,1,0
2616,1,1,0,0,1,1,0,0
2617,1,1,0,0,0,0,0,1
2618,0,0,1,0,1,0,1,0
2620,0,1,0,0,0,0,0,0
2625,1,0,0,0,0,1,1,0
2629,0,0,0,0,0,1,0,0
2630,0,0,0,0,1,1,0,0
2631,1,0,0,0,1,1,0,0
2632,1,0,0,0,1,1,0,0
2633,0,0,0,0,0,1,0,0
2636,1,1,0,0,0,1,0,1
2637,1,0,0,0,0,1,0,0
2640,0,0,0,0,0,1,0,0
2641,1,0,0,0,0,0,0,0
2652,0,0,0,0,1,0,1,1
2653,0,0,1,0,0,0,0,0
2655,0,1,0,1,1,1,0,1
2656,0,0,1,0,0,0,0,0
2657,0,0,1,0,0,1,0,0
2658,0,0,0,0,1,0,0,0
2662,0,1,0,0,0,0,0,0
2668,0,0,0,0,1,0,0,0
2672,0,0,0,0,0,1,0,0
2674,1,0,0,0,0,0,1,1
2678,0,0,0,0,1,0,0,1
2684,0,0,0,0,1,0,0,0
2688,0,1,0,0,0,0,0,0
2690,0,0,1,1,0,0,0,0
2693,0,1,0,0,0,0,0,0
2697,0,1,0,0,0,1,0,0
2699,0,1,0,1,0,1,0,0
2701,0,0,0,0,1,0,0,0
2703,1,1,1,0,0,1,1,0
2704,0,1,0,0,0,0,1,0
2713,1,0,0,0,1,0,0,0
2715,0,0,0,0,0,0,0,1
2717,0,1,0,0,1,0,0,0
2720,0,0,0,0,0,0,0,1
2721,0,0,0,0,0,1,1,0
2727,1,1,0,0,0,0,0,0
2729,1,1,1,0,1,1,1,1
2734,0,0,0,0,0,1,0,0
2735,0,1,0,0,1,0,0,0
2737,1,0,1,0,0,0,0,0
2738,0,1,1,0,0,1,0,0
2740,0,0,1,0,1,0,0,0
2741,0,0,0,0,1,1,0,0
2742,0,0,0,0,1,0,1,1
2743,1,1,0,0,0,1,0,0
2744,0,0,1,0,0,1,1,0
2745,0,0,0,0,1,0,1,0
2746,0,0,0,0,1,1,0,0
2748,1,0,0,0,0,1,0,0
2754,0,1,0,0,0,1,1,0
2764,0,0,0,0,1,1,0,0
2765,1,0,1,0,0,1,0,0
2768,0,0,0,0,0,0,0,1
2769,0,0,0,0,0,0,0,1
2772,0,1,0,0,0,0,0,1
2773,0,1,0,0,0,0,0,0
2776,0,0,0,0,1,0,1,0
2780,0,1,0,0,1,0,0,0
2786,0,0,0,0,1,1,1,0
2787,0,1,0,0,0,0,0,0
2788,0,0,0,0,1,0,1,0
2789,1,0,0,0,1,0,0,1
2791,0,1,0,0,0,1,1,0
2795,0,0,0,0,1,0,0,0
2798,0,0,0,0,1,0,0,0
2800,1,0,0,0,0,1,0,0
2801,0,0,0,0,0,0,1,0
2804,1,0,1,0,1,1,1,0
2806,1,0,0,0,0,0,0,0
2809,0,1,1,0,0,1,0,0
2810,0,0,0,0,1,0,0,0
2814,0,0,0,0,0,1,0,0
2816,0,1,0,0,0,0,0,0
2818,0,0,0,0,0,1,0,0
2819,0,0,0,0,0,0,0,1
2823,0,0,0,0,0,1,0,0
2825,0,1,0,0,0,0,0,1
2826,0,1,0,0,1,1,0,0
2829,0,0,0,0,0,1,0,0
2837,0,1,0,0,1,0,0,0
2838,1,1,0,1,0,1,0,1
2840,0,0,0,0,1,0,0,0
2842,1,1,0,0,1,1,0,1
2845,1,1,0,0,0,0,0,0
2846,0,1,0,0,1,0,1,0
2847,0,0,1,0,0,0,1,0
2848,0,0,0,0,0,1,0,0
2851,0,0,0,0,0,1,0,0
2852,0,0,1,0,1,0,1,0
2853,0,1,0,1,1,1,0,1
2855,0,0,0,0,1,0,0,0
2857,0,1,0,0,1,0,1,0
2858,0,1,0,0,1,0,0,0
2860,0,1,1,0,1,1,1,0
2863,1,1,0,0,0,1,0,0
2864,0,0,0,0,0,1,0,0
2865,0,0,0,0,0,1,1,0
2866,0,0,0,0,0,1,1,0
2869,1,0,0,0,0,1,0,0
2870,0,1,0,0,1,0,1,0
2872,1,1,0,0,0,1,1,0
2874,1,0,0,0,0,0,0,1
2875,0,1,0,0,0,1,1,0
2877,0,1,0,0,0,0,0,0
2878,0,1,0,0,0,0,0,0
2882,0,0,0,0,0,1,0,0
2887,0,0,0,0,0,0,0,1
2888,0,0,0,0,0,1,0,0
2889,0,1,0,0,0,1,1,1
2890,0,0,0,0,0,1,0,0
2892,0,0,1,0,0,0,1,0
2893,0,1,0,0,0,0,0,0
2894,0,0,0,0,0,1,0,0
2895,1,0,0,0,1,0,0,0
2896,0,0,0,0,0,1,0,0
2897,0,1,0,0,1,0,1,0
2899,0,0,0,0,1,0,0,0
2900,0,1,0,0,1,0,0,1
2901,0,0,1,0,0,1,0,0
2903,0,0,0,0,0,1,0,0
2904,0,1,1,0,0,0,1,0
2906,1,0,0,0,0,1,0,0
2907,1,1,0,0,0,0,0,0
2908,0,0,1,0,1,0,1,0
2911,0,0,1,0,0,1,0,0
2915,0,0,0,0,0,0,0,1
2916,0,0,0,0,1,1,1,0
2918,1,0,0,0,0,0,1,0
2922,0,0,0,0,0,1,0,0
2923,0,0,0,0,0,1,1,1
2926,0,1,0,0,0,0,0,1
2927,0,0,0,0,1,0,1,1
2929,0,0,0,0,0,0,0,1
2930,0,0,0,0,1,0,0,0
2931,0,0,0,1,0,0,0,0
2932,0,0,0,0,0,0,1,0
2933,0,0,0,0,0,1,0,0
2937,1,0,0,0,1,1,0,0
2938,0,1,0,0,0,0,0,0
2939,0,0,0,0,0,1,1,0
2942,0,0,0,1,1,1,1,1
2943,0,0,1,0,0,0,1,0
2944,0,0,0,0,0,1,1,0
2945,0,0,1,0,0,0,1,0
2952,0,0,0,0,0,1,0,0
2956,0,0,0,0,0,1,1,0
2957,0,0,0,0,0,1,1,0
2958,0,1,0,0,1,0,0,0
2960,0,0,0,0,1,0,0,0
2961,1,0,0,0,1,0,1,1
2962,0,1,0,0,0,1,1,0
2963,0,1,0,1,0,1,0,0
2966,0,1,0,0,1,0,0,0
2968,0,0,1,0,1,0,0,0
2973,0,0,0,0,0,1,0,0
2977,0,0,0,0,0,1,0,1
2978,0,1,0,0,0,1,1,0
2981,0,0,0,1,0,0,0,1
2982,0,0,1,0,1,0,0,0
2983,0,0,1,0,1,0,0,0
2984,1,1,1,1,1,1,1,1
2988,0,0,0,1,0,1,0,0
2989,0,0,1,0,1,1,0,0
2995,0,0,0,0,0,0,1,0
3001,0,0,0,0,0,0,0,1
3006,1,0,0,0,0,0,0,0
3007,1,0,0,0,0,0,0,1
3008,0,1,0,1,0,0,0,0
3009,0,1,1,0,1,0,1,0
3011,1,1,0,0,0,0,0,0
3012,1,0,0,0,1,1,0,0
3014,1,1,0,0,0,0,0,0
3015,0,1,0,0,0,1,1,1
3016,0,1,0,1,0,0,0,1
3018,1,0,0,0,0,0,0,0
3019,0,0,0,1,1,0,0,0
3020,0,1,0,0,0,0,0,1
3024,0,0,0,0,0,0,1,0
3026,0,1,0,0,1,0,0,0
3027,0,0,0,0,1,0,0,0
3028,1,1,0,0,0,1,0,0
3033,0,0,1,0,0,0,0,0
3034,0,1,0,0,0,1,0,0
3039,0,0,1,0,0,0,0,0
3040,0,0,0,0,0,1,1,0
3041,0,0,0,0,0,1,0,0
3043,0,0,0,0,0,1,0,1
3046,0,0,0,0,1,0,0,1
3048,0,0,0,0,0,0,1,1
3049,0,1,0,0,0,0,0,1
3050,0,1,0,0,1,0,1,0
3053,0,1,0,1,0,0,0,1
3055,0,1,0,1,0,1,0,1
3059,1,1,0,0,0,1,0,1
3063,0,1,0,0,0,0,0,0
3065,1,1,0,0,0,0,0,0
3067,1,1,1,1,1,1,1,1
3069,0,0,0,0,1,0,0,0
3074,0,1,0,1,0,0,0,0
3075,0,0,0,0,1,0,0,0
3076,0,0,0,1,1,0,1,0
3078,0,0,0,0,1,0,0,0
3082,0,0,1,0,0,1,0,0
3085,0,0,0,1,1,0,0,0
3089,0,0,0,0,1,0,0,0
3095,0,1,0,0,1,0,0,0
3097,0,0,0,0,1,0,0,0
3099,0,0,1,0,0,0,1,0
3100,1,0,0,1,0,1,0,0
3101,0,0,0,0,0,1,1,0
3104,0,0,0,0,0,0,0,1
3105,0,0,0,0,0,0,1,0
3107,1,0,0,0,0,1,0,0
3110,0,1,0,0,0,0,0,1
3111,0,0,0,0,0,0,0,1
3112,0,0,0,0,0,1,0,0
3114,1,1,0,0,1,0,0,0
3115,0,1,0,0,0,0,0,0
3116,0,0,0,0,1,0,0,0
3118,0,1,0,0,0,0,1,0
3119,0,1,0,1,0,0,0,0
3120,1,1,0,1,0,1,0,0
3122,0,1,0,0,1,0,1,0
3123,0,0,0,0,0,0,0,1
3124,1,1,0,0,0,0,0,0
3125,1,0,0,0,0,1,0,0
3126,1,0,0,0,0,0,0,0
3128,0,0,0,0,1,1,1,0
3132,0,0,0,1,0,0,0,0
3133,0,0,0,0,0,1,0,0
3139,0,0,0,0,1,1,1,0
3141,0,0,0,0,0,1,1,0
3142,1,1,0,0,1,0,0,0
3144,0,0,0,0,0,0,1,0
3145,1,0,0,0,0,1,0,0
3150,1,1,0,0,0,0,0,0
3151,0,0,0,0,0,0,1,0
3153,1,0,0,0,0,1,0,0
3155,0,1,0,0,1,0,0,0
3157,0,0,0,0,0,1,0,0
3158,0,0,0,0,0,0,1,0
3159,1,0,0,1,0,1,1,0
3160,1,0,0,0,1,1,1,1
3161,0,1,0,0,0,0,0,1
3162,0,0,1,0,0,1,0,0
3164,0,0,0,0,0,1,0,0
3165,1,1,0,1,1,0,0,1
3170,0,0,0,0,0,1,0,0
3171,0,1,0,0,0,0,0,0
3174,0,0,0,0,0,1,0,0
3178,0,0,0,0,1,0,1,0
3179,0,1,0,0,0,1,1,0
3182,0,1,0,1,0,0,0,1
3187,0,0,0,0,0,0,0,1
3189,0,0,0,0,1,0,1,0
3193,0,0,0,0,0,1,0,0
3196,0,1,0,0,0,0,0,0
3198,0,0,0,1,1,0,0,0
3201,0,0,1,0,0,0,0,1
3202,0,0,0,0,0,1,1,0
3204,0,0,0,0,0,0,1,1
3206,0,1,1,0,1,0,0,1
3210,1,0,0,0,0,0,1,1
3213,0,1,0,0,0,0,0,0
3215,1,1,0,0,0,0,0,1
3216,0,1,0,0,1,0,1,0
3219,0,1,0,1,0,0,0,0
3220,0,0,1,0,1,1,0,0
3221,1,0,0,0,0,1,0,0
3222,0,1,0,0,0,0,0,1
3227,0,0,0,0,0,1,0,0
3231,1,1,0,0,0,0,0,0
3232,0,0,0,0,1,0,0,0
3238,0,0,0,0,1,0,1,1
3239,1,0,1,0,0,1,1,0
3240,1,1,0,1,1,0,0,0
3244,0,1,1,1,1,1,1,0
3245,0,0,0,0,1,1,0,0
3246,0,1,0,0,1,1,1,0
3247,0,0,0,0,0,1,0,0
3252,0,0,0,0,1,0,0,1
3253,0,1,0,0,1,0,0,0
3258,0,1,0,0,1,1,0,0
3266,0,0,0,0,1,0,1,0
3268,1,0,0,0,1,0,0,1
3272,0,1,0,0,0,0,0,0
3277,0,0,1,0,1,0,0,0
3279,0,0,0,0,0,0,0,1
3280,0,0,0,0,0,1,0,0
3283,0,0,0,0,0,0,0,1
3285,0,1,1,0,0,1,0,0
3286,0,0,0,0,0,1,0,0
3287,1,1,0,0,0,1,0,1
3289,1,0,0,0,0,0,0,1
3290,0,0,0,1,1,1,0,1
3292,0,0,0,0,0,1,0,0
3296,0,0,0,1,0,1,0,1
3298,0,1,0,0,0,0,0,0
3300,0,0,1,0,0,0,0,1
3304,0,0,0,0,0,0,0,1
3305,0,0,1,0,0,0,1,0
3306,1,0,1,1,1,0,1,0
3309,0,0,0,0,0,1,0,0
3311,1,0,0,0,0,1,0,1
3312,0,0,0,0,1,0,0,0
3313,0,0,0,0,0,1,0,0
3315,0,0,0,0,1,0,1,0
3319,0,0,1,0,1,0,1,0
3321,0,0,0,0,1,0,1,1
3323,1,0,0,0,0,0,0,0
3324,0,0,0,0,0,1,1,0
3327,1,1,0,0,0,0,0,0
3328,0,0,1,0,1,0,1,1
3330,0,0,1,0,1,0,1,0
3331,0,0,0,0,1,0,1,0
